"name","taxID","taxRank","taxLineage","Freq","cladeReads_mean","cladeReads_max","bracken_reads_mean","bracken_reads_max","RiskGroup","HOMD","HOMD.Category"
"Mogibacterium pumilum",86332,"S","r_root|k_Bacillati|p_Bacillota|c_Clostridia|o_Peptostreptococcales|f_Anaerovoracaceae|g_Mogibacterium|s_Mogibacterium pumilum",0,1994,1994,6143,10598,"NotAnnotated","Oral (Abundance: Scarce) | Unassigned","Microbiome"
"Morganella morganii",582,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Enterobacterales|f_Morganellaceae|g_Morganella|s_Morganella morganii",0,190,190,462.857142857143,1301,"RG2","NotAnnotated","NotAnnotated"
"Mycolicibacterium neoaurum",1795,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Mycobacteriales|f_Mycobacteriaceae|g_Mycolicibacterium|s_Mycolicibacterium neoaurum",0,81,81,119,119,"RG1","Environmental -Soil/Water (Abundance: Scarce) | Opportunistic Pathogen (Abundance: No data)","Opportunist"
"Neisseria elongata",495,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria elongata",0,1594,2456,3463.66666666667,8247,"NotAnnotated","Oral (Abundance: High) | Unassigned","Microbiome"
"Neisseria macacae",496,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria macacae",0,533,533,1480.33333333333,3656,"RG1","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Neisseria meningitidis",487,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria meningitidis",0,755,912,3085,5901,"RG2","Oral (Abundance: Scarce) | Unassigned","Microbiome"
"Neisseria mucosa",488,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria mucosa",0,3099.5,5737,19703,52199,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Neisseria sicca",490,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria sicca",0,444,444,2326.66666666667,4298,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Neisseria sp. DTU_2021_1001991_1_SI_NGA_ILE_055",3077590,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria sp. DTU_2021_1001991_1_SI_NGA_ILE_055",0,831,831,2382.33333333333,5593,"NotAnnotated","NotAnnotated","NotAnnotated"
"Neisseria sp. Marseille-Q5346",2972775,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria sp. Marseille-Q5346",0,5446,5446,10607.6666666667,29497,"NotAnnotated","NotAnnotated","NotAnnotated"
"Neisseria sp. RH3002v2g",1871109,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria sp. RH3002v2g",0,1349.5,1396,5505.33333333333,9260,"NotAnnotated","NotAnnotated","NotAnnotated"
"Neisseria sp. oral taxon 014",641148,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria sp. oral taxon 014",0,1226,1226,675.666666666667,1581,"NotAnnotated","NotAnnotated","NotAnnotated"
"Neisseria subflava",28449,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria subflava",0,4437.66666666667,7577,18695.6666666667,38479,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Novosphingobium aromaticivorans",48935,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Novosphingobium|s_Novosphingobium aromaticivorans",0,80,80,260.9,1096,"RG1","NotAnnotated","NotAnnotated"
"Novosphingobium decolorationis",2698673,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Novosphingobium|s_Novosphingobium decolorationis",0,75,75,121.25,320,"NotAnnotated","NotAnnotated","NotAnnotated"
"Novosphingobium resinovorum",158500,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Novosphingobium|s_Novosphingobium resinovorum",0,86.6666666666667,127,86.2,176,"RG1","NotAnnotated","NotAnnotated"
"Novosphingobium sp. BL-8H",3127640,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Novosphingobium|s_Novosphingobium sp. BL-8H",0,188,188,222,222,"NotAnnotated","NotAnnotated","NotAnnotated"
"Novosphingobium sp. EMRT-2",2571749,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Novosphingobium|s_Novosphingobium sp. EMRT-2",0,641,641,341.272727272727,1276,"NotAnnotated","NotAnnotated","NotAnnotated"
"Novosphingobium sp. KA1",164608,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Novosphingobium|s_Novosphingobium sp. KA1",0,322.666666666667,537,1110.63636363636,6168,"NotAnnotated","NotAnnotated","NotAnnotated"
"Novosphingobium sp. THN1",1016987,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Novosphingobium|s_Novosphingobium sp. THN1",0,110,110,174.111111111111,643,"NotAnnotated","NotAnnotated","NotAnnotated"
"Ochrobactrum quorumnocens",271865,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Brucellaceae|g_Ochrobactrum|s_Ochrobactrum quorumnocens",0,162,162,290,290,"NotAnnotated","NotAnnotated","NotAnnotated"
"Ottowia sp. oral taxon 894",1658672,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Ottowia|s_Ottowia sp. oral taxon 894",0,6694.5,11836,5909,21154,"NotAnnotated","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Pannonibacter phragmitetus",121719,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Stappiaceae|g_Pannonibacter|s_Pannonibacter phragmitetus",0,98,98,331,331,"NotAnnotated","NotAnnotated","NotAnnotated"
"Paraclostridium sordellii",1505,"S","r_root|k_Bacillati|p_Bacillota|c_Clostridia|o_Peptostreptococcales|f_Peptostreptococcaceae|g_Paraclostridium|s_Paraclostridium sordellii",0,13,13,300,300,"RG2","NotAnnotated","NotAnnotated"
"Paracoccus aerodenitrificans",3017781,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Rhodobacterales|f_Paracoccaceae|g_Paracoccus|s_Paracoccus aerodenitrificans",0,87,87,366,366,"NotAnnotated","NotAnnotated","NotAnnotated"
"Paraconexibacter antarcticus",2949664,"S","r_root|k_Bacillati|p_Actinomycetota|c_Thermoleophilia|o_Solirubrobacterales|f_Paraconexibacteraceae|g_Paraconexibacter|s_Paraconexibacter antarcticus",0,40.5,55,489.75,759,"NotAnnotated","NotAnnotated","NotAnnotated"
"Paraconexibacter sp. AEG42_29",2997339,"S","r_root|k_Bacillati|p_Actinomycetota|c_Thermoleophilia|o_Solirubrobacterales|f_Paraconexibacteraceae|g_Paraconexibacter|s_Paraconexibacter sp. AEG42_29",0,29.25,36,280.25,428,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pararoseomonas sp. SCSIO 73927",3114537,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_Pararoseomonas|s_Pararoseomonas sp. SCSIO 73927",0,129.75,304,277.5,660,"NotAnnotated","NotAnnotated","NotAnnotated"
"Parvimonas parva",2769485,"S","r_root|k_Bacillati|p_Bacillota|c_Tissierellia|o_Tissierellales|f_Peptoniphilaceae|g_Parvimonas|s_Parvimonas parva",0,46016,73443,46668.25,141759,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pasteurella multocida",747,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Pasteurella|s_Pasteurella multocida",0,18,18,1001.625,4090,"RG2","NotAnnotated","NotAnnotated"
"Pauljensenia hongkongensis",178339,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Actinomycetales|f_Actinomycetaceae|g_Pauljensenia|s_Pauljensenia hongkongensis",0,25,34,113.666666666667,197,"NotAnnotated","NotAnnotated","NotAnnotated"
"Peptostreptococcus equinus",3003601,"S","r_root|k_Bacillati|p_Bacillota|c_Clostridia|o_Peptostreptococcales|f_Peptostreptococcaceae|g_Peptostreptococcus|s_Peptostreptococcus equinus",0,1564,1564,1340.66666666667,3330,"NotAnnotated","NotAnnotated","NotAnnotated"
"Phyllobacterium sp. 628",2718938,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Phyllobacteriaceae|g_Phyllobacterium|s_Phyllobacterium sp. 628",0,350,350,924.5,1521,"NotAnnotated","NotAnnotated","NotAnnotated"
"Phyllobacterium sp. A18/5-2",2978392,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Phyllobacteriaceae|g_Phyllobacterium|s_Phyllobacterium sp. A18/5-2",0,108,108,1861,2948,"NotAnnotated","NotAnnotated","NotAnnotated"
"Phyllobacterium sp. T1018",555316,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Phyllobacteriaceae|g_Phyllobacterium|s_Phyllobacterium sp. T1018",0,13,13,49,49,"NotAnnotated","NotAnnotated","NotAnnotated"
"Phyllobacterium zundukense",1867719,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Phyllobacteriaceae|g_Phyllobacterium|s_Phyllobacterium zundukense",0,86,86,686,686,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pigmentiphaga sp. CHJ604",3081984,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Alcaligenaceae|g_Pigmentiphaga|s_Pigmentiphaga sp. CHJ604",0,2576,2576,14699,14699,"NotAnnotated","NotAnnotated","NotAnnotated"
"Piscinibacter gummiphilus",946333,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Sphaerotilaceae|g_Piscinibacter|s_Piscinibacter gummiphilus",0,37.5,43,51.3333333333333,79,"NotAnnotated","NotAnnotated","NotAnnotated"
"Porphyromonas gingivalis",837,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Porphyromonas|s_Porphyromonas gingivalis",0,2724.33333333333,4439,4466,6444,"RG2","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Porphyromonas sp. oral taxon 275",712435,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Porphyromonas|s_Porphyromonas sp. oral taxon 275",0,3010,3447,4553,6341,"NotAnnotated","Oral (Abundance: Scarce) | Unassigned","Microbiome"
"Prevotella bivia",28125,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella bivia",0,916,916,478,1220,"RG2","Human-Associated, Primary Site Uncertain (Abundance: Low) | Unassigned","Microbiome"
"Prevotella corporis",28128,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella corporis",0,298,367,460.333333333333,694,"RG2","NotAnnotated","NotAnnotated"
"Prevotella denticola",28129,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella denticola",0,1171,1885,2051,2905,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Prevotella fusca",589436,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella fusca",0,1346.5,1735,1646.66666666667,3536,"NotAnnotated","Oral (Abundance: Low) | Unassigned","Microbiome"
"Prevotella histicola",470565,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella histicola",0,13197,24787,4162.33333333333,34297,"RG1","Oral (Abundance: High) | Unassigned","Microbiome"
"Prevotella intermedia",28131,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella intermedia",0,4676.66666666667,7590,11997.6666666667,19214,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Prevotella multiformis",282402,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella multiformis",0,304,304,296,494,"NotAnnotated","Oral (Abundance: Low) | Unassigned","Microbiome"
"Prevotella nigrescens",28133,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella nigrescens",0,6908,14996,13992.5,35985,"RG2","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Prevotella scopos",589437,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella scopos",0,1939,2465,2910,4264,"NotAnnotated","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Prevotella sp. oral taxon 475",712471,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella sp. oral taxon 475",0,5443,8923,5300,12499,"NotAnnotated","Oral (Abundance: Scarce) | Unassigned","Microbiome"
"Prevotella veroralis",28137,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella veroralis",0,4321.66666666667,7069,8029.66666666667,12522,"NotAnnotated","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Pseudochrobactrum algeriensis",2834768,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Brucellaceae|g_Pseudochrobactrum|s_Pseudochrobactrum algeriensis",0,138.5,184,794.5,1216,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudochrobactrum sp. Wa41.01b-1",2864102,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Brucellaceae|g_Pseudochrobactrum|s_Pseudochrobactrum sp. Wa41.01b-1",0,138,170,649,903,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudochrobactrum sp. XF203",2879116,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Brucellaceae|g_Pseudochrobactrum|s_Pseudochrobactrum sp. XF203",0,818,1123,5050.5,9002,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudoleptotrichia goodfellowii",157692,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Pseudoleptotrichia|s_Pseudoleptotrichia goodfellowii",0,5124.66666666667,9150,6165.33333333333,11089,"NotAnnotated","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Pseudomonas indoloxydans",404407,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas indoloxydans",0,28,28,38,38,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudomonas inefficax",2078786,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas inefficax",0,12,12,28,28,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudomonas kurunegalensis",485880,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas kurunegalensis",0,146,146,1772,1772,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudomonas monteilii",76759,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas monteilii",0,192,192,7950,7950,"RG1","NotAnnotated","NotAnnotated"
"Pseudomonas promysalinigenes",485898,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas promysalinigenes",0,24,24,29,29,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudomonas sihuiensis",1274359,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas sihuiensis",0,140,140,564,564,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudomonas sp. G11",528343,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas sp. G11",0,59,59,1213,1213,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudomonas sp. KnCO4",3381355,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas sp. KnCO4",0,152,152,407,407,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudomonas sp. LRP2-20",2944234,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas sp. LRP2-20",0,36,36,57,57,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudomonas sp. LS.1a",2920387,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas sp. LS.1a",0,18,18,38,38,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudomonas sp. Leaf58",1736226,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas sp. Leaf58",0,274,274,1007,1007,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudomonas sp. NY8896",3068639,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas sp. NY8896",0,150,150,9668,9668,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudomonas sp. Nvir",2899657,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas sp. Nvir",0,361,361,7484,7484,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudomonas sp. TE3-3-F2023",3119004,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas sp. TE3-3-F2023",0,22,22,52,52,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudomonas sp. s4",353218,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas sp. s4",0,540,540,18989,18989,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudorhizobium banfieldiae",1125847,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Rhizobiaceae|g_Pseudorhizobium|s_Pseudorhizobium banfieldiae",0,39,39,148,148,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudorhizobium flavum",1335061,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Rhizobiaceae|g_Pseudorhizobium|s_Pseudorhizobium flavum",0,157,157,780,780,"NotAnnotated","NotAnnotated","NotAnnotated"
"Pseudoxanthomonas daejeonensis",266062,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Lysobacterales|f_Lysobacteraceae|g_Pseudoxanthomonas|s_Pseudoxanthomonas daejeonensis",0,138,178,271,350,"NotAnnotated","NotAnnotated","NotAnnotated"
"Ralstonia insidiosa",190721,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia|s_Ralstonia insidiosa",0,283,283,252,446,"NotAnnotated","NotAnnotated","NotAnnotated"
"Ralstonia mannitolilytica",105219,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia|s_Ralstonia mannitolilytica",0,97.6666666666667,171,204,577,"RG1","NotAnnotated","NotAnnotated"
"Ralstonia pickettii",329,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia|s_Ralstonia pickettii",0,170,300,276.333333333333,702,"RG2","Oral (Abundance: Scarce) | Unassigned","Microbiome"
"Ralstonia pseudosolanacearum",1310165,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia|s_Ralstonia pseudosolanacearum",0,587.5,917,1245.33333333333,3206,"NotAnnotated","NotAnnotated","NotAnnotated"
"Ralstonia solanacearum",305,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia|s_Ralstonia solanacearum",0,106,106,135.5,236,"RG1","NotAnnotated","NotAnnotated"
"Ralstonia sp. CP",3231757,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia|s_Ralstonia sp. CP",0,86.5,152,396.333333333333,923,"NotAnnotated","NotAnnotated","NotAnnotated"
"Ralstonia sp. Ralssp110",3243004,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia|s_Ralstonia sp. Ralssp110",0,18,18,24,24,"NotAnnotated","NotAnnotated","NotAnnotated"
"Ralstonia sp. UNC404CL21Col",1380362,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia|s_Ralstonia sp. UNC404CL21Col",0,230.333333333333,517,444.333333333333,911,"NotAnnotated","NotAnnotated","NotAnnotated"
"Rhizobium oryzihabitans",2267833,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Rhizobiaceae|g_Rhizobium|s_Rhizobium oryzihabitans",0,519,519,15703,15703,"NotAnnotated","NotAnnotated","NotAnnotated"
"Rhizobium phaseoli",396,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Rhizobiaceae|g_Rhizobium|s_Rhizobium phaseoli",0,96,96,230,230,"RG1","NotAnnotated","NotAnnotated"
"Rhizobium rhizogenes",359,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Rhizobiaceae|g_Rhizobium|s_Rhizobium rhizogenes",0,51,51,677,677,"RG1","NotAnnotated","NotAnnotated"
"Rhizobium sp. X9",2815360,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Rhizobiaceae|g_Rhizobium|s_Rhizobium sp. X9",0,1478,1478,24655,24655,"NotAnnotated","NotAnnotated","NotAnnotated"
"Rhizobium sp. ZX09",2291939,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Rhizobiaceae|g_Rhizobium|s_Rhizobium sp. ZX09",0,186,186,13282,13282,"NotAnnotated","NotAnnotated","NotAnnotated"
"Rhodopseudomonas sp. BAL398",3034676,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Nitrobacteraceae|g_Rhodopseudomonas|s_Rhodopseudomonas sp. BAL398",0,22,22,40,40,"NotAnnotated","NotAnnotated","NotAnnotated"
"Rhodopseudomonas sp. P2A-2r",2991972,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Nitrobacteraceae|g_Rhodopseudomonas|s_Rhodopseudomonas sp. P2A-2r",0,11,11,13,13,"NotAnnotated","NotAnnotated","NotAnnotated"
"Roseinatronobacter bogoriensis",119542,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Rhodobacterales|f_Paracoccaceae|g_Roseinatronobacter|s_Roseinatronobacter bogoriensis",0,47,47,49,49,"NotAnnotated","NotAnnotated","NotAnnotated"
"Roseolovirus humanbeta6b",3050297,"S","r_root|k_Heunggongvirae|p_Peploviricota|c_Herviviricetes|o_Herpesvirales|f_Orthoherpesviridae|g_Roseolovirus|s_Roseolovirus humanbeta6b",0,37,37,37,37,"RG2","NotAnnotated","NotAnnotated"
"Roseomonas cutis",2897332,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Acetobacterales|f_Roseomonadaceae|g_Roseomonas|s_Roseomonas cutis",0,54.6666666666667,102,106.75,220,"NotAnnotated","NotAnnotated","NotAnnotated"
"Roseomonas mucosa",207340,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Acetobacterales|f_Roseomonadaceae|g_Roseomonas|s_Roseomonas mucosa",0,30,30,104.5,273,"RG1","Human-Associated, Primary Site Uncertain (Abundance: Scarce) | Unassigned","Microbiome"
"Roseomonas sp. CCTCC AB2023176",3342640,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Acetobacterales|f_Roseomonadaceae|g_Roseomonas|s_Roseomonas sp. CCTCC AB2023176",0,13,13,14,14,"NotAnnotated","NotAnnotated","NotAnnotated"
